20004002;1998010101;0  ;
20004002;1998010102;0  ;
20004002;1998010103;0  ;
20004002;1998010104;0  ;
20004002;1998010105;0  ;
20004002;1998010106;0  ;
20004002;1998010107;0  ;
20004002;1998010108;3  ;
20004002;1998010109;52 ;
20004002;1998010110;75 ;
20004002;1998010111;128;
20004002;1998010112;138;
20004002;1998010113;134;
20004002;1998010114;119;
20004002;1998010115;76 ;
20004002;1998010116;40 ;
20004002;1998010117;3  ;
20004002;1998010118;0  ;
20004002;1998010119;0  ;
20004002;1998010120;0  ;
20004002;1998010121;0  ;
20004002;1998010122;0  ;
20004002;1998010123;0  ;
20004002;1998010200;0  ;
20004002;1998010201;0  ;
20004002;1998010202;0  ;
20004002;1998010203;0  ;
20004002;1998010204;0  ;
20004002;1998010205;0  ;
20004002;1998010206;0  ;
20004002;1998010207;0  ;
20004002;1998010208;3  ;
20004002;1998010209;36 ;
20004002;1998010210;71 ;
20004002;1998010211;78 ;
20004002;1998010212;141;
20004002;1998010213;79 ;
20004002;1998010214;65 ;
20004002;1998010215;56 ;
20004002;1998010216;17 ;
20004002;1998010217;2  ;
20004002;1998010218;0  ;
20004002;1998010219;0  ;
20004002;1998010220;0  ;
20004002;1998010221;0  ;
20004002;1998010222;0  ;
20004002;1998010223;0  ;
20004002;1998010300;0  ;
20004002;1998010301;0  ;
20004002;1998010302;0  ;
20004002;1998010303;0  ;
20004002;1998010304;0  ;
20004002;1998010305;0  ;
20004002;1998010306;0  ;
20004002;1998010307;0  ;
20004002;1998010308;5  ;
20004002;1998010309;40 ;
20004002;1998010310;92 ;
20004002;1998010311;128;
20004002;1998010312;146;
20004002;1998010313;144;
20004002;1998010314;126;
20004002;1998010315;98 ;
20004002;1998010316;47 ;
20004002;1998010317;5  ;
20004002;1998010318;0  ;
20004002;1998010319;0  ;
20004002;1998010320;0  ;
20004002;1998010321;0  ;
20004002;1998010322;0  ;
20004002;1998010323;0  ;
20004002;1998010400;0  ;
20004002;1998010401;0  ;
20004002;1998010402;0  ;
20004002;1998010403;0  ;
20004002;1998010404;0  ;
20004002;1998010405;0  ;
20004002;1998010406;0  ;
20004002;1998010407;0  ;
20004002;1998010408;2  ;
20004002;1998010409;10 ;
